area,resource,date,needed_quantity,distributed_quantity,program,priority
Bahawalpur,Medicine,2025-07-01,328,342,Health Support,Low
Bahawalpur,Medicine,2025-08-01,350,329,Health Support,Medium
Bahawalpur,Medicine,2025-09-01,336,284,Health Support,Medium
Bahawalpur,Medicine,2025-10-01,316,302,Health Support,High
Bahawalpur,Medicine,2025-11-01,323,323,Health Support,Low
Bahawalpur,Medicine,2025-12-01,338,281,Health Support,Low
Bahawalpur,Medicine,2026-01-01,352,318,Health Support,Low
Bahawalpur,Medicine,2026-02-01,346,291,Health Support,Low
Bahawalpur,Medicine,2026-03-01,346,356,Health Support,High
Bahawalpur,Medicine,2026-04-01,308,311,Health Support,High
Bahawalpur,Medicine,2026-05-01,341,323,Health Support,Medium
Bahawalpur,Medicine,2026-06-01,341,282,Health Support,High
Bahawalpur,Medicine,2026-07-01,334,306,Health Support,Low
Bahawalpur,Medicine,2026-08-01,340,266,Health Support,High
Bahawalpur,Medicine,2026-09-01,301,303,Health Support,Medium
Bahawalpur,Medicine,2026-10-01,292,266,Health Support,Low
Bahawalpur,Medicine,2026-11-01,334,261,Health Support,Low
Bahawalpur,Medicine,2026-12-01,328,287,Health Support,Medium
Bahawalpur,Clothing,2025-01-01,676,681,Winter Aid,Medium
Bahawalpur,Clothing,2025-02-01,698,584,Winter Aid,Low
Bahawalpur,Clothing,2025-03-01,690,684,Winter Aid,High
Bahawalpur,Clothing,2025-04-01,694,524,Winter Aid,High
Bahawalpur,Clothing,2025-05-01,714,595,Winter Aid,Low
Bahawalpur,Clothing,2025-06-01,665,672,Winter Aid,Low
Bahawalpur,Clothing,2025-07-01,695,633,Winter Aid,Low
Bahawalpur,Clothing,2025-08-01,661,514,Winter Aid,High
Bahawalpur,Clothing,2025-09-01,619,575,Winter Aid,High
Bahawalpur,Clothing,2025-10-01,673,564,Winter Aid,Low
Bahawalpur,Clothing,2025-11-01,719,549,Winter Aid,Medium
Bahawalpur,Clothing,2025-12-01,654,667,Winter Aid,Low
Bahawalpur,Clothing,2026-01-01,698,647,Winter Aid,Low
Bahawalpur,Clothing,2026-02-01,714,726,Winter Aid,High
Bahawalpur,Clothing,2026-03-01,709,539,Winter Aid,Low
Bahawalpur,Clothing,2026-04-01,661,611,Winter Aid,High
Bahawalpur,Clothing,2026-05-01,658,657,Winter Aid,Medium
Bahawalpur,Clothing,2026-06-01,685,636,Winter Aid,Low
Bahawalpur,Clothing,2026-07-01,693,692,Winter Aid,Medium
Bahawalpur,Clothing,2026-08-01,705,714,Winter Aid,Low
Bahawalpur,Clothing,2026-09-01,706,620,Winter Aid,Medium
Bahawalpur,Clothing,2026-10-01,775,654,Winter Aid,High
Bahawalpur,Clothing,2026-11-01,734,683,Winter Aid,Low
Bahawalpur,Clothing,2026-12-01,671,682,Winter Aid,Low
Bahawalpur,Water,2025-01-01,243,228,WASH Program,Medium
Bahawalpur,Water,2025-02-01,207,191,WASH Program,High
Bahawalpur,Water,2025-03-01,208,187,WASH Program,Medium
Bahawalpur,Water,2025-04-01,228,178,WASH Program,Medium
Bahawalpur,Water,2025-05-01,217,205,WASH Program,High
Bahawalpur,Water,2025-06-01,193,199,WASH Program,Medium
Bahawalpur,Water,2025-07-01,236,212,WASH Program,Medium
Bahawalpur,Water,2025-08-01,226,212,WASH Program,Low
Bahawalpur,Water,2025-09-01,218,187,WASH Program,Medium
Bahawalpur,Water,2025-10-01,217,193,WASH Program,Low
Bahawalpur,Water,2025-11-01,217,175,WASH Program,High
Bahawalpur,Water,2025-12-01,197,183,WASH Program,Medium
Bahawalpur,Water,2026-01-01,210,190,WASH Program,High
Bahawalpur,Water,2026-02-01,212,159,WASH Program,Low
Bahawalpur,Water,2026-03-01,231,212,WASH Program,Low
Bahawalpur,Water,2026-04-01,213,192,WASH Program,Low
Bahawalpur,Water,2026-05-01,224,194,WASH Program,Medium
Bahawalpur,Water,2026-06-01,218,169,WASH Program,Low
Bahawalpur,Water,2026-07-01,210,179,WASH Program,Low
Bahawalpur,Water,2026-08-01,222,200,WASH Program,Medium
Bahawalpur,Water,2026-09-01,219,210,WASH Program,Medium
Bahawalpur,Water,2026-10-01,231,242,WASH Program,Medium
Bahawalpur,Water,2026-11-01,215,186,WASH Program,Low
Bahawalpur,Water,2026-12-01,212,185,WASH Program,Low
Bahawalpur,Shelter,2025-01-01,381,367,Shelter Support,Medium
Bahawalpur,Shelter,2025-02-01,362,337,Shelter Support,Medium
Bahawalpur,Shelter,2025-03-01,382,395,Shelter Support,High
Bahawalpur,Shelter,2025-04-01,356,354,Shelter Support,High
Bahawalpur,Shelter,2025-05-01,368,351,Shelter Support,Medium
Bahawalpur,Shelter,2025-06-01,354,277,Shelter Support,Medium
Bahawalpur,Shelter,2025-07-01,350,301,Shelter Support,High
Bahawalpur,Shelter,2025-08-01,325,255,Shelter Support,Medium
Bahawalpur,Shelter,2025-09-01,393,303,Shelter Support,Low
Bahawalpur,Shelter,2025-10-01,357,276,Shelter Support,Low
Bahawalpur,Shelter,2025-11-01,375,356,Shelter Support,Low
Bahawalpur,Shelter,2025-12-01,362,345,Shelter Support,Medium
Bahawalpur,Shelter,2026-01-01,387,291,Shelter Support,Medium
Bahawalpur,Shelter,2026-02-01,334,314,Shelter Support,High
Bahawalpur,Shelter,2026-03-01,369,373,Shelter Support,Medium
Bahawalpur,Shelter,2026-04-01,379,366,Shelter Support,Medium
Bahawalpur,Shelter,2026-05-01,367,290,Shelter Support,High
Bahawalpur,Shelter,2026-06-01,352,265,Shelter Support,Medium
Bahawalpur,Shelter,2026-07-01,334,299,Shelter Support,High
Bahawalpur,Shelter,2026-08-01,354,326,Shelter Support,Medium
Bahawalpur,Shelter,2026-09-01,330,319,Shelter Support,Medium
Bahawalpur,Shelter,2026-10-01,379,358,Shelter Support,Medium
Bahawalpur,Shelter,2026-11-01,374,328,Shelter Support,Medium
Bahawalpur,Shelter,2026-12-01,381,362,Shelter Support,Low
Bahawalpur,Hygiene,2025-01-01,450,444,WASH Program,Low
Bahawalpur,Hygiene,2025-02-01,447,395,WASH Program,Medium
Bahawalpur,Hygiene,2025-03-01,485,488,WASH Program,Low
Bahawalpur,Hygiene,2025-04-01,484,496,WASH Program,High
Bahawalpur,Hygiene,2025-05-01,429,396,WASH Program,Low
Bahawalpur,Hygiene,2025-06-01,456,392,WASH Program,High
Bahawalpur,Hygiene,2025-07-01,510,487,WASH Program,High
Bahawalpur,Hygiene,2025-08-01,491,423,WASH Program,High
Bahawalpur,Hygiene,2025-09-01,467,370,WASH Program,Low
Bahawalpur,Hygiene,2025-10-01,444,451,WASH Program,Medium
Bahawalpur,Hygiene,2025-11-01,450,340,WASH Program,Medium
Bahawalpur,Hygiene,2025-12-01,462,436,WASH Program,Low
Bahawalpur,Hygiene,2026-01-01,439,338,WASH Program,High
Bahawalpur,Hygiene,2026-02-01,501,437,WASH Program,Low
Bahawalpur,Hygiene,2026-03-01,499,464,WASH Program,Medium
Bahawalpur,Hygiene,2026-04-01,445,382,WASH Program,Low
Bahawalpur,Hygiene,2026-05-01,517,409,WASH Program,Low
Bahawalpur,Hygiene,2026-06-01,462,413,WASH Program,Medium
Bahawalpur,Hygiene,2026-07-01,473,491,WASH Program,Medium
Bahawalpur,Hygiene,2026-08-01,461,398,WASH Program,High
Bahawalpur,Hygiene,2026-09-01,447,338,WASH Program,High
Bahawalpur,Hygiene,2026-10-01,464,453,WASH Program,Medium
Bahawalpur,Hygiene,2026-11-01,430,438,WASH Program,High
Bahawalpur,Hygiene,2026-12-01,464,364,WASH Program,Medium
Sargodha,Food,2025-01-01,584,593,Nutrition Program,Low
Sargodha,Food,2025-02-01,593,552,Nutrition Program,High
Sargodha,Food,2025-03-01,541,460,Nutrition Program,Medium
Sargodha,Food,2025-04-01,543,495,Nutrition Program,Low
Sargodha,Food,2025-05-01,592,540,Nutrition Program,Low
Sargodha,Food,2025-06-01,552,540,Nutrition Program,Medium
Sargodha,Food,2025-07-01,580,487,Nutrition Program,Medium
Sargodha,Food,2025-08-01,623,515,Nutrition Program,Low
Sargodha,Food,2025-09-01,549,570,Nutrition Program,Low
Sargodha,Food,2025-10-01,561,514,Nutrition Program,Medium
Sargodha,Food,2025-11-01,615,486,Nutrition Program,Medium
Sargodha,Food,2025-12-01,533,470,Nutrition Program,Low
Sargodha,Food,2026-01-01,580,504,Nutrition Program,Low
Sargodha,Food,2026-02-01,655,686,Nutrition Program,Medium
Sargodha,Food,2026-03-01,595,547,Nutrition Program,Medium
Sargodha,Food,2026-04-01,613,573,Nutrition Program,Low
Sargodha,Food,2026-05-01,573,436,Nutrition Program,Medium
Sargodha,Food,2026-06-01,549,490,Nutrition Program,Medium
Sargodha,Food,2026-07-01,542,563,Nutrition Program,Medium
Sargodha,Food,2026-08-01,594,607,Nutrition Program,Medium
Sargodha,Food,2026-09-01,594,600,Nutrition Program,High
Sargodha,Food,2026-10-01,638,503,Nutrition Program,High
Sargodha,Food,2026-11-01,576,569,Nutrition Program,Low
Sargodha,Food,2026-12-01,595,495,Nutrition Program,High
Sargodha,Medicine,2025-01-01,511,533,Health Support,Medium
Sargodha,Medicine,2025-02-01,484,433,Health Support,High
Sargodha,Medicine,2025-03-01,521,449,Health Support,Low
Sargodha,Medicine,2025-04-01,541,452,Health Support,Low
Sargodha,Medicine,2025-05-01,531,459,Health Support,Low
Sargodha,Medicine,2025-06-01,496,448,Health Support,High
Sargodha,Medicine,2025-07-01,584,589,Health Support,High
Sargodha,Medicine,2025-08-01,508,530,Health Support,High
Sargodha,Medicine,2025-09-01,545,533,Health Support,Low
Sargodha,Medicine,2025-10-01,506,466,Health Support,Medium
Sargodha,Medicine,2025-11-01,545,554,Health Support,Medium
Sargodha,Medicine,2025-12-01,509,391,Health Support,Low
Sargodha,Medicine,2026-01-01,511,461,Health Support,Low
Sargodha,Medicine,2026-02-01,540,506,Health Support,Low
Sargodha,Medicine,2026-03-01,565,546,Health Support,Low
Sargodha,Medicine,2026-04-01,508,486,Health Support,Medium
Sargodha,Medicine,2026-05-01,504,432,Health Support,High
Sargodha,Medicine,2026-06-01,495,490,Health Support,High
Sargodha,Medicine,2026-07-01,491,509,Health Support,Medium
Sargodha,Medicine,2026-08-01,497,374,Health Support,High
Sargodha,Medicine,2026-09-01,501,377,Health Support,Medium
Sargodha,Medicine,2026-10-01,537,521,Health Support,High
Sargodha,Medicine,2026-11-01,528,418,Health Support,Medium
Sargodha,Medicine,2026-12-01,533,520,Health Support,High
Sargodha,Clothing,2025-01-01,220,215,Winter Aid,Low
Sargodha,Clothing,2025-02-01,225,225,Winter Aid,Low
Sargodha,Clothing,2025-03-01,204,182,Winter Aid,High
Sargodha,Clothing,2025-04-01,215,166,Winter Aid,Medium
Sargodha,Clothing,2025-05-01,195,150,Winter Aid,High
Sargodha,Clothing,2025-06-01,195,166,Winter Aid,High
Sargodha,Clothing,2025-07-01,214,221,Winter Aid,Low
Sargodha,Clothing,2025-08-01,211,162,Winter Aid,Medium
Sargodha,Clothing,2025-09-01,213,178,Winter Aid,Low
Sargodha,Clothing,2025-10-01,219,169,Winter Aid,High
Sargodha,Clothing,2025-11-01,228,219,Winter Aid,Low
Sargodha,Clothing,2025-12-01,213,162,Winter Aid,Medium
Sargodha,Clothing,2026-01-01,211,176,Winter Aid,High
Sargodha,Clothing,2026-02-01,205,168,Winter Aid,High
Sargodha,Clothing,2026-03-01,222,228,Winter Aid,Low
Sargodha,Clothing,2026-04-01,206,179,Winter Aid,Medium
Sargodha,Clothing,2026-05-01,210,187,Winter Aid,Medium
Sargodha,Clothing,2026-06-01,219,179,Winter Aid,Medium
Sargodha,Clothing,2026-07-01,213,198,Winter Aid,Medium
Sargodha,Clothing,2026-08-01,213,182,Winter Aid,Medium
Sargodha,Clothing,2026-09-01,203,206,Winter Aid,High
Sargodha,Clothing,2026-10-01,216,194,Winter Aid,High
Sargodha,Clothing,2026-11-01,236,221,Winter Aid,Medium
Sargodha,Clothing,2026-12-01,199,153,Winter Aid,Medium
Sargodha,Water,2025-01-01,416,401,WASH Program,High
Sargodha,Water,2025-02-01,458,456,WASH Program,High
Sargodha,Water,2025-03-01,446,404,WASH Program,Medium
Sargodha,Water,2025-04-01,471,373,WASH Program,Medium
Sargodha,Water,2025-05-01,424,381,WASH Program,High
Sargodha,Water,2025-06-01,460,384,WASH Program,Low
Sargodha,Water,2025-07-01,448,343,WASH Program,Low
Sargodha,Water,2025-08-01,420,409,WASH Program,Low
Sargodha,Water,2025-09-01,427,355,WASH Program,High
Sargodha,Water,2025-10-01,441,424,WASH Program,High
Sargodha,Water,2025-11-01,422,329,WASH Program,High
Sargodha,Water,2025-12-01,465,399,WASH Program,Low
Sargodha,Water,2026-01-01,457,385,WASH Program,Medium
Sargodha,Water,2026-02-01,430,424,WASH Program,High
Sargodha,Water,2026-03-01,437,447,WASH Program,High
Sargodha,Water,2026-04-01,461,397,WASH Program,High
Sargodha,Water,2026-05-01,439,380,WASH Program,Low
Sargodha,Water,2026-06-01,484,454,WASH Program,Medium
Sargodha,Water,2026-07-01,452,429,WASH Program,Low
Sargodha,Water,2026-08-01,422,438,WASH Program,Low
Sargodha,Water,2026-09-01,417,325,WASH Program,Low
Sargodha,Water,2026-10-01,464,456,WASH Program,High
Sargodha,Water,2026-11-01,431,369,WASH Program,Low
Sargodha,Water,2026-12-01,444,460,WASH Program,Medium
Sargodha,Shelter,2025-01-01,467,414,Shelter Support,Medium
Sargodha,Shelter,2025-02-01,545,442,Shelter Support,Medium
Sargodha,Shelter,2025-03-01,506,387,Shelter Support,Medium
Sargodha,Shelter,2025-04-01,506,496,Shelter Support,Low
Sargodha,Shelter,2025-05-01,578,580,Shelter Support,Medium
Sargodha,Shelter,2025-06-01,536,436,Shelter Support,Medium
Sargodha,Shelter,2025-07-01,534,541,Shelter Support,Low
Sargodha,Shelter,2025-08-01,602,490,Shelter Support,Low
Sargodha,Shelter,2025-09-01,571,478,Shelter Support,High
Sargodha,Shelter,2025-10-01,588,465,Shelter Support,Low
Sargodha,Shelter,2025-11-01,579,489,Shelter Support,Low
Sargodha,Shelter,2025-12-01,567,534,Shelter Support,High
Sargodha,Shelter,2026-01-01,587,475,Shelter Support,High
Sargodha,Shelter,2026-02-01,524,532,Shelter Support,Low
Sargodha,Shelter,2026-03-01,521,399,Shelter Support,High
Sargodha,Shelter,2026-04-01,506,396,Shelter Support,Medium
Sargodha,Shelter,2026-05-01,497,497,Shelter Support,Low
Sargodha,Shelter,2026-06-01,548,413,Shelter Support,High
Sargodha,Shelter,2026-07-01,503,380,Shelter Support,High
Sargodha,Shelter,2026-08-01,514,404,Shelter Support,High
Sargodha,Shelter,2026-09-01,539,469,Shelter Support,High
Sargodha,Shelter,2026-10-01,473,430,Shelter Support,Low
Sargodha,Shelter,2026-11-01,542,481,Shelter Support,High
Sargodha,Shelter,2026-12-01,545,566,Shelter Support,High
Sargodha,Hygiene,2025-01-01,841,709,WASH Program,High
Sargodha,Hygiene,2025-02-01,772,758,WASH Program,Medium
Sargodha,Hygiene,2025-03-01,768,800,WASH Program,Medium
Sargodha,Hygiene,2025-04-01,823,648,WASH Program,Low
Sargodha,Hygiene,2025-05-01,754,625,WASH Program,Low
Sargodha,Hygiene,2025-06-01,771,582,WASH Program,Medium
Sargodha,Hygiene,2025-07-01,801,725,WASH Program,Medium
Sargodha,Hygiene,2025-08-01,735,628,WASH Program,High
Sargodha,Hygiene,2025-09-01,801,834,WASH Program,High
Sargodha,Hygiene,2025-10-01,712,714,WASH Program,Medium
Sargodha,Hygiene,2025-11-01,789,700,WASH Program,Low
Sargodha,Hygiene,2025-12-01,789,685,WASH Program,Medium
Sargodha,Hygiene,2026-01-01,748,612,WASH Program,Low
Sargodha,Hygiene,2026-02-01,757,623,WASH Program,Medium
Sargodha,Hygiene,2026-03-01,827,737,WASH Program,High
Sargodha,Hygiene,2026-04-01,759,582,WASH Program,Low
Sargodha,Hygiene,2026-05-01,784,605,WASH Program,High
Sargodha,Hygiene,2026-06-01,765,657,WASH Program,Medium
Sargodha,Hygiene,2026-07-01,738,584,WASH Program,Low
Sargodha,Hygiene,2026-08-01,741,694,WASH Program,Low
Sargodha,Hygiene,2026-09-01,779,618,WASH Program,Low
Sargodha,Hygiene,2026-10-01,817,811,WASH Program,High
Sargodha,Hygiene,2026-11-01,714,679,WASH Program,Medium
Sargodha,Hygiene,2026-12-01,824,682,WASH Program,High
Peshawar,Food,2025-01-01,556,465,Nutrition Program,Low
Peshawar,Food,2025-02-01,532,474,Nutrition Program,High
Peshawar,Food,2025-03-01,547,420,Nutrition Program,Low
Peshawar,Food,2025-04-01,555,440,Nutrition Program,High
Peshawar,Food,2025-05-01,509,528,Nutrition Program,Medium
Peshawar,Food,2025-06-01,534,485,Nutrition Program,High
Peshawar,Food,2025-07-01,539,514,Nutrition Program,High
Peshawar,Food,2025-08-01,495,382,Nutrition Program,High
Peshawar,Food,2025-09-01,561,498,Nutrition Program,High
Peshawar,Food,2025-10-01,522,477,Nutrition Program,Medium
Peshawar,Food,2025-11-01,523,418,Nutrition Program,Low
Peshawar,Food,2025-12-01,536,473,Nutrition Program,Low
Peshawar,Food,2026-01-01,551,453,Nutrition Program,Low
Peshawar,Food,2026-02-01,549,569,Nutrition Program,Medium
Peshawar,Food,2026-03-01,540,447,Nutrition Program,Medium
Peshawar,Food,2026-04-01,547,481,Nutrition Program,High
Peshawar,Food,2026-05-01,519,486,Nutrition Program,Medium
Peshawar,Food,2026-06-01,543,567,Nutrition Program,Low
Peshawar,Food,2026-07-01,553,565,Nutrition Program,Medium
Peshawar,Food,2026-08-01,523,540,Nutrition Program,Low
Peshawar,Food,2026-09-01,539,562,Nutrition Program,Medium
Peshawar,Food,2026-10-01,554,541,Nutrition Program,Medium
Peshawar,Food,2026-11-01,536,517,Nutrition Program,Low
Peshawar,Food,2026-12-01,505,416,Nutrition Program,Low
Peshawar,Medicine,2025-01-01,311,248,Health Support,Medium
Peshawar,Medicine,2025-02-01,308,283,Health Support,Medium
Peshawar,Medicine,2025-03-01,290,218,Health Support,High
Peshawar,Medicine,2025-04-01,313,235,Health Support,Low
Peshawar,Medicine,2025-05-01,299,244,Health Support,High
Peshawar,Medicine,2025-06-01,287,269,Health Support,Medium
Peshawar,Medicine,2025-07-01,280,281,Health Support,Low
Peshawar,Medicine,2025-08-01,275,266,Health Support,Medium
Peshawar,Medicine,2025-09-01,288,218,Health Support,Low
Peshawar,Medicine,2025-10-01,278,248,Health Support,Medium
Peshawar,Medicine,2025-11-01,279,233,Health Support,High
Peshawar,Medicine,2025-12-01,295,256,Health Support,High
Peshawar,Medicine,2026-01-01,271,264,Health Support,High
Peshawar,Medicine,2026-02-01,267,273,Health Support,Low
Peshawar,Medicine,2026-03-01,292,250,Health Support,Low
Peshawar,Medicine,2026-04-01,299,294,Health Support,Low
Peshawar,Medicine,2026-05-01,296,253,Health Support,High
Peshawar,Medicine,2026-06-01,268,253,Health Support,Low
Peshawar,Medicine,2026-07-01,280,287,Health Support,Medium
Peshawar,Medicine,2026-08-01,282,220,Health Support,Low
Peshawar,Medicine,2026-09-01,268,204,Health Support,High
Peshawar,Medicine,2026-10-01,291,221,Health Support,High
Peshawar,Medicine,2026-11-01,294,245,Health Support,Medium
Peshawar,Medicine,2026-12-01,288,298,Health Support,Low
Peshawar,Clothing,2025-01-01,522,482,Winter Aid,Low
Peshawar,Clothing,2025-02-01,622,562,Winter Aid,Medium
Peshawar,Clothing,2025-03-01,543,464,Winter Aid,Medium
Peshawar,Clothing,2025-04-01,593,603,Winter Aid,High
Peshawar,Clothing,2025-05-01,605,540,Winter Aid,Low
Peshawar,Clothing,2025-06-01,554,498,Winter Aid,Medium
Peshawar,Clothing,2025-07-01,577,464,Winter Aid,Low
Peshawar,Clothing,2025-08-01,528,448,Winter Aid,Medium
Peshawar,Clothing,2025-09-01,555,428,Winter Aid,High
Peshawar,Clothing,2025-10-01,578,445,Winter Aid,Medium
Peshawar,Clothing,2025-11-01,566,494,Winter Aid,Medium
Peshawar,Clothing,2025-12-01,586,582,Winter Aid,Medium
Peshawar,Clothing,2026-01-01,552,528,Winter Aid,Medium
Peshawar,Clothing,2026-02-01,593,581,Winter Aid,Medium
Peshawar,Clothing,2026-03-01,539,545,Winter Aid,Low
Peshawar,Clothing,2026-04-01,577,526,Winter Aid,High
Peshawar,Clothing,2026-05-01,549,417,Winter Aid,High
Peshawar,Clothing,2026-06-01,518,408,Winter Aid,Medium
Peshawar,Clothing,2026-07-01,585,448,Winter Aid,Medium
Peshawar,Clothing,2026-08-01,493,513,Winter Aid,Low
Peshawar,Clothing,2026-09-01,545,458,Winter Aid,Medium
Peshawar,Clothing,2026-10-01,537,439,Winter Aid,Medium
Peshawar,Clothing,2026-11-01,600,602,Winter Aid,Low
Peshawar,Clothing,2026-12-01,589,516,Winter Aid,Medium
Peshawar,Water,2025-01-01,619,596,WASH Program,Low
Peshawar,Water,2025-02-01,614,610,WASH Program,High
Peshawar,Water,2025-03-01,638,651,WASH Program,Medium
Peshawar,Water,2025-04-01,616,611,WASH Program,High
Peshawar,Water,2025-05-01,701,664,WASH Program,Medium
Peshawar,Water,2025-06-01,597,461,WASH Program,Medium
Peshawar,Water,2025-07-01,712,569,WASH Program,Medium
Peshawar,Water,2025-08-01,666,655,WASH Program,High
Peshawar,Water,2025-09-01,672,512,WASH Program,Medium
Peshawar,Water,2025-10-01,657,545,WASH Program,Low
Peshawar,Water,2025-11-01,602,580,WASH Program,High
Peshawar,Water,2025-12-01,679,663,WASH Program,Low
Peshawar,Water,2026-01-01,655,591,WASH Program,Low
Peshawar,Water,2026-02-01,622,535,WASH Program,Medium
Peshawar,Water,2026-03-01,689,612,WASH Program,Medium
Peshawar,Water,2026-04-01,686,704,WASH Program,High
Peshawar,Water,2026-05-01,689,694,WASH Program,High
Peshawar,Water,2026-06-01,684,569,WASH Program,Low
Peshawar,Water,2026-07-01,636,542,WASH Program,Medium
Peshawar,Water,2026-08-01,671,570,WASH Program,Low
Peshawar,Water,2026-09-01,688,632,WASH Program,Medium
Peshawar,Water,2026-10-01,684,707,WASH Program,Low
Peshawar,Water,2026-11-01,575,459,WASH Program,Medium
Peshawar,Water,2026-12-01,651,641,WASH Program,High
Peshawar,Shelter,2025-01-01,604,457,Shelter Support,High
Peshawar,Shelter,2025-02-01,672,673,Shelter Support,Medium
Peshawar,Shelter,2025-03-01,625,512,Shelter Support,Low
Peshawar,Shelter,2025-04-01,641,616,Shelter Support,High
Peshawar,Shelter,2025-05-01,633,658,Shelter Support,Medium
Peshawar,Shelter,2025-06-01,668,511,Shelter Support,Medium
Peshawar,Shelter,2025-07-01,684,690,Shelter Support,Low
Peshawar,Shelter,2025-08-01,628,504,Shelter Support,Medium
Peshawar,Shelter,2025-09-01,634,550,Shelter Support,High
Peshawar,Shelter,2025-10-01,670,528,Shelter Support,High
Peshawar,Shelter,2025-11-01,591,597,Shelter Support,Low
Peshawar,Shelter,2025-12-01,595,566,Shelter Support,Low
Peshawar,Shelter,2026-01-01,606,568,Shelter Support,High
Peshawar,Shelter,2026-02-01,651,599,Shelter Support,Low
Peshawar,Shelter,2026-03-01,629,526,Shelter Support,High
Peshawar,Shelter,2026-04-01,606,510,Shelter Support,Medium
Peshawar,Shelter,2026-05-01,666,566,Shelter Support,Low
Peshawar,Shelter,2026-06-01,579,561,Shelter Support,High
Peshawar,Shelter,2026-07-01,605,596,Shelter Support,Low
Peshawar,Shelter,2026-08-01,622,519,Shelter Support,Medium
Peshawar,Shelter,2026-09-01,683,580,Shelter Support,High
Peshawar,Shelter,2026-10-01,606,464,Shelter Support,High
Peshawar,Shelter,2026-11-01,643,606,Shelter Support,High
Peshawar,Shelter,2026-12-01,622,591,Shelter Support,Medium
Peshawar,Hygiene,2025-01-01,666,583,WASH Program,High
Peshawar,Hygiene,2025-02-01,726,708,WASH Program,Low
Peshawar,Hygiene,2025-03-01,697,580,WASH Program,High
Peshawar,Hygiene,2025-04-01,689,606,WASH Program,Medium
Peshawar,Hygiene,2025-05-01,660,687,WASH Program,Low
Peshawar,Hygiene,2025-06-01,710,556,WASH Program,Medium
Peshawar,Hygiene,2025-07-01,761,731,WASH Program,Low
Peshawar,Hygiene,2025-08-01,686,601,WASH Program,Low
Peshawar,Hygiene,2025-09-01,668,553,WASH Program,Medium
Peshawar,Hygiene,2025-10-01,649,526,WASH Program,Medium
Peshawar,Hygiene,2025-11-01,646,540,WASH Program,Medium
Peshawar,Hygiene,2025-12-01,703,665,WASH Program,Medium
Peshawar,Hygiene,2026-01-01,711,549,WASH Program,High
Peshawar,Hygiene,2026-02-01,722,557,WASH Program,Medium
Peshawar,Hygiene,2026-03-01,705,548,WASH Program,Low
Peshawar,Hygiene,2026-04-01,714,663,WASH Program,High
Peshawar,Hygiene,2026-05-01,761,631,WASH Program,Medium
Peshawar,Hygiene,2026-06-01,752,567,WASH Program,High
Peshawar,Hygiene,2026-07-01,750,699,WASH Program,Low
Peshawar,Hygiene,2026-08-01,743,626,WASH Program,Low
Peshawar,Hygiene,2026-09-01,731,738,WASH Program,Low
Peshawar,Hygiene,2026-10-01,653,675,WASH Program,High
Peshawar,Hygiene,2026-11-01,700,648,WASH Program,High
Peshawar,Hygiene,2026-12-01,717,688,WASH Program,Medium
Quetta,Food,2025-01-01,223,168,Nutrition Program,Medium
Quetta,Food,2025-02-01,253,233,Nutrition Program,Medium
Quetta,Food,2025-03-01,230,238,Nutrition Program,Low
Quetta,Food,2025-04-01,215,186,Nutrition Program,Medium
Quetta,Food,2025-05-01,229,217,Nutrition Program,High
Quetta,Food,2025-06-01,238,248,Nutrition Program,Medium
Quetta,Food,2025-07-01,223,217,Nutrition Program,Low
Quetta,Food,2025-08-01,232,237,Nutrition Program,Medium
Quetta,Food,2025-09-01,215,189,Nutrition Program,Low
Quetta,Food,2025-10-01,228,220,Nutrition Program,Low
Quetta,Food,2025-11-01,234,218,Nutrition Program,Low
Quetta,Food,2025-12-01,232,218,Nutrition Program,Medium
Quetta,Food,2026-01-01,243,188,Nutrition Program,High
Quetta,Food,2026-02-01,222,179,Nutrition Program,Medium
Quetta,Food,2026-03-01,238,179,Nutrition Program,Low
Quetta,Food,2026-04-01,240,197,Nutrition Program,Medium
Quetta,Food,2026-05-01,225,185,Nutrition Program,Medium
Quetta,Food,2026-06-01,223,171,Nutrition Program,Medium
Quetta,Food,2026-07-01,253,235,Nutrition Program,Low
Quetta,Food,2026-08-01,230,218,Nutrition Program,Low
Quetta,Food,2026-09-01,238,237,Nutrition Program,Medium
Quetta,Food,2026-10-01,239,246,Nutrition Program,Medium
Quetta,Food,2026-11-01,217,202,Nutrition Program,Medium
Quetta,Food,2026-12-01,236,229,Nutrition Program,High
Quetta,Medicine,2025-01-01,408,314,Health Support,Low
Quetta,Medicine,2025-02-01,439,378,Health Support,High
Quetta,Medicine,2025-03-01,408,371,Health Support,Low
Quetta,Medicine,2025-04-01,420,348,Health Support,Medium
Quetta,Medicine,2025-05-01,421,399,Health Support,High
Quetta,Medicine,2025-06-01,399,393,Health Support,Medium
Quetta,Medicine,2025-07-01,448,369,Health Support,High
Quetta,Medicine,2025-08-01,389,374,Health Support,Medium
Quetta,Medicine,2025-09-01,372,351,Health Support,Low
Quetta,Medicine,2025-10-01,363,374,Health Support,Medium
Quetta,Medicine,2025-11-01,395,298,Health Support,Low
Quetta,Medicine,2025-12-01,369,310,Health Support,Medium
Quetta,Medicine,2026-01-01,391,350,Health Support,Medium
Quetta,Medicine,2026-02-01,405,416,Health Support,Low
Quetta,Medicine,2026-03-01,410,357,Health Support,Low
Quetta,Medicine,2026-04-01,397,375,Health Support,High
Quetta,Medicine,2026-05-01,390,311,Health Support,Medium
